GRName,Line,,,1,2,3,4,5,6,7,8,9
Alaska Nat Ins Co,Work Comp,Pd,wtd 5,2.0268569794347813,1.1946001843961027,1.0789621241273157,1.0400401914495931,1.019447974022307,1.0141619887730553,1.0077545844713227,1.0061704134570035,1.0017401896806752
Alaska Nat Ins Co,Work Comp,Pd,wtd 10,2.042043702661036,1.2040902459836134,1.0789555348672253,1.0397345210025326,1.019447974022307,1.0141619887730553,1.0077545844713227,1.0061704134570035,1.0017401896806752
Alaska Timber Ins Exchange,Work Comp,Inc,str 3,1.1408058613639003,1.0011458455921127,0.9685647314147111,1.0082645949435833,1.0004620737796701,0.9880058300255703,1.0089356851506535,1.0017037492695726,1.0049927524561122
Alaska Timber Ins Exchange,Work Comp,Inc,str 5,1.05095343468766,0.9693823734998738,0.9670676755926617,1.001139555420703,0.9894079987302451,0.9924853664306472,1.0089356851506535,1.0017037492695726,1.0049927524561122
Alaska Timber Ins Exchange,Work Comp,Inc,str 10,1.0073405320073117,0.986731545092023,0.9774533130480856,0.9958585677422039,0.9894079987302451,0.9924853664306472,1.0089356851506535,1.0017037492695726,1.0049927524561122
Alaska Timber Ins Exchange,Work Comp,Pd,str 3,2.254481493549267,1.2812838269316975,1.0715622279568813,1.0265375080991619,1.0165536055544153,1.003646990980686,1.0086987061124055,1.0079743773516647,1.001303356142066
Alaska Timber Ins Exchange,Work Comp,Pd,str 5,2.153751351237397,1.2742604576727274,1.0775390398598934,1.033469419255311,1.015844925288177,1.0029854517426036,1.0086987061124055,1.0079743773516647,1.001303356142066
Alaska Timber Ins Exchange,Work Comp,Pd,str 10,2.0006841124292665,1.2347224338072769,1.0983762389979241,1.0305816629921114,1.015844925288177,1.0029854517426036,1.0086987061124055,1.0079743773516647,1.001303356142066
Alaska Timber Ins Exchange,Work Comp,Inc,wtd 3,1.1386612469678097,1.002034292356873,0.9712927521916286,1.008357580635176,0.997364385662258,0.9885545267489712,1.0086913888393654,1.00167097068206,1.0049927524561122
Alaska Timber Ins Exchange,Work Comp,Inc,wtd 5,1.0361542386471316,0.9692830512389059,0.9702834501676318,0.9996409013376425,0.9870497774180493,0.9921441931644278,1.0086913888393654,1.00167097068206,1.0049927524561122
Alaska Timber Ins Exchange,Work Comp,Inc,wtd 10,0.9906277868452491,0.9905018323236856,0.9808966195136545,0.9948199557433112,0.9870497774180493,0.9921441931644278,1.0086913888393654,1.00167097068206,1.0049927524561122
Alaska Timber Ins Exchange,Work Comp,Pd,wtd 3,2.1706270627062705,1.2604264794039566,1.0713416489199878,1.0262977204064818,1.01874806321661,1.0033602150537635,1.0085311907556198,1.0079499845631368,1.001303356142066
Alaska Timber Ins Exchange,Work Comp,Pd,wtd 5,2.113259365044491,1.2630259997911664,1.0803083232077764,1.0363978874423925,1.0172188317349609,1.0028606745541233,1.0085311907556198,1.0079499845631368,1.001303356142066
Alaska Timber Ins Exchange,Work Comp,Pd,wtd 10,1.9393864789009798,1.2203452703666715,1.1003547624166845,1.0330801687763713,1.0172188317349609,1.0028606745541233,1.0085311907556198,1.0079499845631368,1.001303356142066
All Nation Ins Co,PP Auto,Inc,str 3,0.9930205469647015,0.99702637151848,0.9908749435832384,1.0016326788369139,1.0007850322654923,0.9904860810648791,0.9984471153355822,0.9980171209794647,0.9998563837426396
All Nation Ins Co,PP Auto,Inc,str 5,1.0088087716262968,0.9994139032989953,0.9959831500484988,0.9961358174105801,1.0008107812918574,0.994053835701355,0.9984471153355822,0.9980171209794647,0.9998563837426396
All Nation Ins Co,PP Auto,Inc,str 10,1.0169580590570497,0.9990642472588422,0.9958021988103879,0.9984309744932767,1.0008107812918574,0.994053835701355,0.9984471153355822,0.9980171209794647,0.9998563837426396
All Nation Ins Co,PP Auto,Pd,str 3,1.7035195506514864,1.1952568929278728,1.0874073642099056,1.0215519809029412,1.009641961187327,1.0080834924735713,1.0037958862431677,1.0003592731261093,1.0001439055979278
All Nation Ins Co,PP Auto,Pd,str 5,1.7722316766408341,1.206440486368384,1.0829477074478615,1.0236554243893967,1.0094087005388754,1.0074488735504215,1.0037958862431677,1.0003592731261093,1.0001439055979278
All Nation Ins Co,PP Auto,Pd,str 10,1.8317950444346442,1.215578036633767,1.0899838208886474,1.0259756348439248,1.0094087005388754,1.0074488735504215,1.0037958862431677,1.0003592731261093,1.0001439055979278
All Nation Ins Co,PP Auto,Inc,wtd 3,0.9880421950569329,0.9972143933931966,0.9904100642766301,1.0008259808522622,1.0010131284562456,0.9904775241562807,0.9984429555534585,0.9980027106070333,0.9998563837426396
All Nation Ins Co,PP Auto,Inc,wtd 5,1.0061575811079233,1.0,0.9947685003802632,0.9962358540968478,1.0009528346831824,0.9939703808180536,0.9984429555534585,0.9980027106070333,0.9998563837426396
All Nation Ins Co,PP Auto,Inc,wtd 10,1.0139477642554355,0.9994730370630599,0.9949409780775716,0.9981890845510178,1.0009528346831824,0.9939703808180536,0.9984429555534585,0.9980027106070333,0.9998563837426396
All Nation Ins Co,PP Auto,Pd,wtd 3,1.7076801127355998,1.1923146884947704,1.087592401239965,1.0218493339096946,1.009875371943594,1.0080179449243545,1.0037581466152894,1.000358217509672,1.0001439055979278
All Nation Ins Co,PP Auto,Pd,wtd 5,1.761000634651999,1.2039190226052057,1.0837757177191454,1.023555373088371,1.00956417780676,1.0074084729914408,1.0037581466152894,1.000358217509672,1.0001439055979278
All Nation Ins Co,PP Auto,Pd,wtd 10,1.8121456940154113,1.212174662099801,1.089454750085415,1.025564934493977,1.00956417780676,1.0074084729914408,1.0037581466152894,1.000358217509672,1.0001439055979278
Alliance Mut Ins Co,Comm Auto,Inc,str 3,2.4670868347338937,1.2182539682539684,1.0901570855614973,1.0430524061476443,1.0,1.0099502487562189,0.9424005945745076,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Inc,str 5,2.098433919022154,1.1492303008159788,0.9876048896347708,1.1179743008314436,1.5061538461538462,1.0074626865671643,0.9424005945745076,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Inc,str 10,1.993586812372391,0.87972727134332,0.9713050798978521,1.0176667560692139,1.5061538461538462,1.0074626865671643,0.9424005945745076,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Pd,str 3,3.458172458172458,1.520022970373753,1.1116315378610462,1.1286651234567902,1.0,1.0205128205128204,1.0193236714975846,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Pd,str 5,2.8476307476307476,1.3232878252636728,1.0654679337056385,1.0920418413696715,1.5497916666666667,1.0153846153846153,1.0193236714975846,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Pd,str 10,3.063498563498564,0.9179331859363834,1.0705723335992656,0.999320582093774,1.5497916666666667,1.0153846153846153,1.0193236714975846,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Inc,wtd 3,2.4157303370786516,0.8894736842105263,1.051948051948052,1.0964467005076142,1.0,1.0113636363636365,1.0625,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Inc,wtd 5,2.1911764705882355,0.9622093023255814,1.0775862068965518,1.102880658436214,1.162162162162162,1.0086206896551724,1.0625,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Inc,wtd 10,1.9314516129032258,0.925,1.0401234567901234,1.0364963503649636,1.162162162162162,1.0086206896551724,1.0625,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Pd,wtd 3,3.0,1.3012820512820513,1.0620689655172413,1.1711229946524064,1.0,1.0229885057471264,1.0357142857142858,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Pd,wtd 5,2.696629213483146,1.167763157894737,1.0681818181818181,1.2,1.1634241245136188,1.017391304347826,1.0357142857142858,1.0,1.0
Alliance Mut Ins Co,Comm Auto,Pd,wtd 10,2.8732394366197185,1.0861618798955615,1.063973063973064,1.1264822134387351,1.1634241245136188,1.017391304347826,1.0357142857142858,1.0,1.0
Alliance Mut Ins Co,Other Liab,Inc,str 3,1.3677655677655676,0.9450163024440194,1.0660619803476947,1.0222222222222224,1.0192784102888466,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Inc,str 5,1.325970695970696,0.9940389382828025,1.0386791926301349,1.023218390804598,1.0150758181031327,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Inc,str 10,1.4526125668506091,1.1291800492680055,1.0088576646552903,1.0318486590038314,1.0150758181031327,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Pd,str 3,1.4171377318707707,1.1402853902853904,1.0,1.012121212121212,1.0296296296296295,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Pd,str 5,1.4666091697347075,1.1268985068985071,0.9906976744186047,1.0233366465326097,1.0362865497076021,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Pd,str 10,2.310714730706925,1.4687986116294942,1.0579735486339712,1.0548007407973767,1.0362865497076021,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Inc,wtd 3,1.3369565217391304,0.963302752293578,1.0532544378698225,1.0216216216216216,1.0124223602484472,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Inc,wtd 5,1.3154121863799284,0.9968652037617555,1.032846715328467,1.0208333333333333,1.0114942528735633,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Inc,wtd 10,1.4097938144329898,1.051685393258427,1.007936507936508,1.0274390243902438,1.0114942528735633,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Pd,wtd 3,1.4452554744525548,1.1475409836065573,1.0,1.011173184357542,1.0264900662251655,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Pd,wtd 5,1.4766355140186915,1.1335740072202165,0.9925093632958801,1.0179856115107915,1.032258064516129,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,Other Liab,Pd,wtd 10,1.6923076923076923,1.1715817694369972,1.0259365994236311,1.0385852090032155,1.032258064516129,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Inc,str 3,1.2968946512391764,1.0878877907634417,1.038572102345281,0.9964092339960215,1.0029551463969664,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Inc,str 5,1.2305105576558153,1.0632162350650973,1.0352450338929151,1.007039268214533,0.9952866013516933,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Inc,str 10,1.2739683520099887,1.1004669574882175,1.0550008081813504,1.0073028384546396,0.9952866013516933,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Pd,str 3,1.6394980204133522,1.140920993504237,1.0678331500491307,1.0130860376619066,1.013456693795083,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Pd,str 5,1.5595395471523879,1.1354519222412667,1.0593252461548346,1.029954549051303,1.0080740162770498,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Pd,str 10,1.6774561523620939,1.171355201793646,1.0660070657181697,1.0990361982834933,1.0080740162770498,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Inc,wtd 3,1.2478055367994598,1.0742879137798307,1.0394939833384758,0.9977116704805492,1.0034904013961605,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Inc,wtd 5,1.1796407185628743,1.0541871921182266,1.0381911902530458,0.9980926430517711,1.0007710100231304,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Inc,wtd 10,1.2118103055175558,1.0662972085385878,1.0412621359223302,0.9984152139461173,1.0007710100231304,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Pd,wtd 3,1.5698924731182795,1.1425389755011135,1.0686822214919487,1.0151821862348178,1.0204081632653061,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Pd,wtd 5,1.4919695688926458,1.1386246262571351,1.064245119841858,1.0151685393258427,1.0180392156862745,1.0,1.0,1.0,1.0
Alliance Mut Ins Co,PP Auto,Pd,wtd 10,1.5330188679245282,1.1568252450394454,1.0656506447831184,1.0247184839329855,1.0180392156862745,1.0,1.0,1.0,1.0
Allstate Ins Co Grp,Products Liab,Inc,str 3,2.048418297876285,1.251820855276542,0.9915145728049343,0.9750941985924229,1.0208908734089677,0.994578312226527,1.007900903803696,1.0022175324489284,0.9999725771951955
Allstate Ins Co Grp,Products Liab,Inc,str 5,2.096374620225651,1.3722642862584014,1.0487384240717756,1.019865862562377,1.0293190801815064,0.9970355441873577,1.007900903803696,1.0022175324489284,0.9999725771951955
Allstate Ins Co Grp,Products Liab,Inc,str 10,2.071976552722195,1.3720987117404424,1.0310497441864208,1.0180128947999074,1.0293190801815064,0.9970355441873577,1.007900903803696,1.0022175324489284,0.9999725771951955
Allstate Ins Co Grp,Products Liab,Pd,str 3,8.250698854136424,3.8931563462826433,1.6817394807999155,1.5535912784869128,1.2048698370326079,1.1732129151408517,1.073505566716262,1.068238328398898,1.000027505019666
Allstate Ins Co Grp,Products Liab,Pd,str 5,6.120521979962799,2.989959453169544,1.6062841426874215,1.4500939427693584,1.2364520608045013,1.1527771873142614,1.073505566716262,1.068238328398898,1.000027505019666
Allstate Ins Co Grp,Products Liab,Pd,str 10,4.865853663166187,2.7172562597893855,1.6775031310108233,1.4232635769496327,1.2364520608045013,1.1527771873142614,1.073505566716262,1.068238328398898,1.000027505019666
Allstate Ins Co Grp,Products Liab,Inc,wtd 3,1.957719191612217,1.224631674139945,0.9908566538839413,0.9735229401174738,1.0128043233261368,0.9941405638010089,1.0083065380493033,1.0021248921456258,0.9999725771951955
Allstate Ins Co Grp,Products Liab,Inc,wtd 5,2.010566017547614,1.3234770443850947,1.0600673635520965,1.0359726917863035,1.0275764936416893,0.9969503868912153,1.0083065380493033,1.0021248921456258,0.9999725771951955
Allstate Ins Co Grp,Products Liab,Inc,wtd 10,2.00555983979701,1.340320878333079,1.0309828226192999,1.0297863210107154,1.0275764936416893,0.9969503868912153,1.0083065380493033,1.0021248921456258,0.9999725771951955
Allstate Ins Co Grp,Products Liab,Pd,wtd 3,2.853322462291072,1.935080702756749,1.3424960674007518,1.4144934292957254,1.1759930628586188,1.1851965972268739,1.0746289443317019,1.060000273474355,1.000027505019666
Allstate Ins Co Grp,Products Liab,Pd,wtd 5,2.8615245513979692,1.8651376661246004,1.3943101201679455,1.354025947728489,1.2254350870174036,1.1591762474354508,1.0746289443317019,1.060000273474355,1.000027505019666
Allstate Ins Co Grp,Products Liab,Pd,wtd 10,2.9659306624038364,1.9599399606498853,1.511015402780014,1.340943999815219,1.2254350870174036,1.1591762474354508,1.0746289443317019,1.060000273474355,1.000027505019666
Allstate Ins Co Grp,Work Comp,Inc,str 3,1.339328261707581,1.090662626751507,1.0467665288056909,1.0152746820216123,1.019462649045079,1.014249617526402,1.0102744353922037,1.0104729576781732,0.9992216591043773
Allstate Ins Co Grp,Work Comp,Inc,str 5,1.3486074393693421,1.0775594318693609,1.0428289323864115,1.0143335865851122,1.0134816821283574,1.0128453489525546,1.0102744353922037,1.0104729576781732,0.9992216591043773
Allstate Ins Co Grp,Work Comp,Inc,str 10,1.3067561898128266,1.0507062466697514,1.037724095805501,1.0180924996992233,1.0134816821283574,1.0128453489525546,1.0102744353922037,1.0104729576781732,0.9992216591043773
Allstate Ins Co Grp,Work Comp,Pd,str 3,2.6219427714027277,1.4121771020595126,1.189206154226513,1.0897481063416623,1.0608465933517193,1.048963038684614,1.0319578762528414,1.0348352798470657,1.0109195545169791
Allstate Ins Co Grp,Work Comp,Pd,str 5,2.501045488020697,1.3664538471259775,1.174338463319434,1.0902230898165282,1.0578819937756732,1.0461278255310706,1.0319578762528414,1.0348352798470657,1.0109195545169791
Allstate Ins Co Grp,Work Comp,Pd,str 10,2.386333675692413,1.3623780692103373,1.1701718219182184,1.0901312237338756,1.0578819937756732,1.0461278255310706,1.0319578762528414,1.0348352798470657,1.0109195545169791
Allstate Ins Co Grp,Work Comp,Inc,wtd 3,1.3589596976117104,1.086630305489583,1.0459703681971542,1.0174988010447756,1.0212063086104006,1.0142713752633694,1.0098958989569464,1.0110146039400498,0.9992216591043773
